id,name,emails,address
947,Selin Kaya,selinkaya@iyte.edu.tr;selinkaya@yahoo.com,Riva
948,Fatma Kose,fatmakose@yahoo.com;fatmakose@hotmail.com;fatmakose@iyte.edu.tr,Pendik
949,Emine Dogan,eminedogan@iyte.edu.tr,Uskudar
950,Yusuf Bozkurt,yusufbozkurt@iyte.edu.tr;yusufbozkurt@hotmail.com;yusufbozkurt@boun.edu.tr,Besiktas
951,Sinan Koc,sinankoc@csystem.org;sinankoc@gmail.com;sinankoc@boun.edu.tr;sinankoc@outlook.com;sinankoc@metu.edu.tr,Umraniye
952,Murat Ozdemir,muratozdemir@metu.edu.tr,Bayrampaса
953,Mehmet Aydin,mehmetaydin@hotmail.com;mehmetaydin@yahoo.com;mehmetaydin@gmail.com;mehmetaydin@outlook.com;mehmetaydin@metu.edu.tr,Riva
954,Tarik Celik,tarikcelik@gmail.com;tarikcelik@csystem.org;tarikcelik@iyte.edu.tr,Gaziantep
955,Hatice Tan,haticetan@gmail.com;haticetan@metu.edu.tr,Besiktas
956,Deniz Ozturk,denizozturk@iyte.edu.tr;denizozturk@outlook.com;denizozturk@yahoo.com;denizozturk@gmail.com,Eskisehir
957,Selin Koc,selinkoc@boun.edu.tr;selinkoc@hotmail.com;selinkoc@csystem.org;selinkoc@iyte.edu.tr,Izmir
958,Derya Ucar,deryaucar@iyte.edu.tr;deryaucar@gmail.com;deryaucar@csystem.org;deryaucar@outlook.com;deryaucar@boun.edu.tr,Istanbul
959,Zeynep Aslan,zeynepaslan@csystem.org;zeynepaslan@metu.edu.tr;zeynepaslan@outlook.com;zeynepaslan@gmail.com,Sultangazi
960,Meryem Polat,meryempolat@hotmail.com;meryempolat@iyte.edu.tr;meryempolat@boun.edu.tr;meryempolat@yahoo.com,Mersin
961,Emine Arslan,eminearslan@csystem.org,Gaziosmanpasa
962,Mustafa Ozkan,mustafaozkan@metu.edu.tr;mustafaozkan@csystem.org;mustafaozkan@outlook.com,Esenler
963,Volkan Erol,volkanerol@csystem.org,Adana
964,Ozlem Kaya,ozlemkaya@iyte.edu.tr;ozlemkaya@outlook.com,Bayrampaса
965,Yusuf Kaplan,yusufkaplan@gmail.com;yusufkaplan@yahoo.com,Samsun
966,Cem Kaplan,cemkaplan@csystem.org,Eskisehir
967,Volkan Yildiz,volkanyildiz@hotmail.com;volkanyildiz@csystem.org,Umraniye
968,Emre Kurt,emrekurt@csystem.org;emrekurt@iyte.edu.tr;emrekurt@boun.edu.tr,Pendik
969,Sinan Sen,sinansen@yahoo.com;sinansen@gmail.com;sinansen@hotmail.com,Kadikoy
970,Selin Cetin,selincetin@boun.edu.tr;selincetin@yahoo.com;selincetin@hotmail.com;selincetin@gmail.com,Gaziantep
971,Omer Ay,omeray@outlook.com;omeray@boun.edu.tr,Bayrampaса
972,Leyla Dogan,leyladogan@metu.edu.tr;leyladogan@gmail.com;leyladogan@boun.edu.tr;leyladogan@hotmail.com,Eyup
973,Erhan Ozdemir,erhanozdemir@csystem.org;erhanozdemir@gmail.com,Kartal
974,Can Dogan,candogan@gmail.com,Umraniye
975,Selim Ersoy,selimersoy@outlook.com,Bursa
976,Mustafa Polat,mustafapolat@hotmail.com,Bagcilar
977,Ibrahim Ozkan,ibrahimozkan@outlook.com;ibrahimozkan@hotmail.com,Sariyer
978,Tarik Arslan,tarikarslan@yahoo.com,Esenler
979,Busra Sen,busrasen@iyte.edu.tr;busrasen@hotmail.com;busrasen@csystem.org,Umraniye
980,Ozlem Karan,ozlemkaran@outlook.com;ozlemkaran@iyte.edu.tr;ozlemkaran@hotmail.com;ozlemkaran@yahoo.com;ozlemkaran@boun.edu.tr,Bayrampaса
981,Sinan Karan,sinankaran@outlook.com,Eyup
982,Volkan Ucar,volkanucar@yahoo.com;volkanucar@outlook.com;volkanucar@iyte.edu.tr,Bursa
983,Ayse Kaplan,aysekaplan@boun.edu.tr;aysekaplan@hotmail.com;aysekaplan@csystem.org;aysekaplan@metu.edu.tr,Mersin
984,Ibrahim Kurt,ibrahimkurt@metu.edu.tr,Bursa
985,Tolga Cetin,tolgacetin@gmail.com;tolgacetin@metu.edu.tr;tolgacetin@yahoo.com,Gaziosmanpasa
986,Murat Aktas,murataktas@boun.edu.tr;murataktas@yahoo.com;murataktas@outlook.com;murataktas@hotmail.com;murataktas@gmail.com,Bayrampaса
987,Ayse Karan,aysekaran@hotmail.com;aysekaran@outlook.com;aysekaran@boun.edu.tr;aysekaran@csystem.org,Sariyer
988,Omer Korkmaz,omerkorkmaz@hotmail.com;omerkorkmaz@iyte.edu.tr;omerkorkmaz@metu.edu.tr;omerkorkmaz@gmail.com,Samsun
989,Zeynep Ozdemir,zeynepozdemir@boun.edu.tr;zeynepozdemir@gmail.com,Konya
990,Can Boz,canboz@csystem.org;canboz@boun.edu.tr;canboz@iyte.edu.tr,Denizli
991,Tarik Ucar,tarikucar@boun.edu.tr;tarikucar@outlook.com;tarikucar@csystem.org;tarikucar@yahoo.com;tarikucar@hotmail.com,Umraniye
992,Burak Sahin,buraksahin@csystem.org,Gaziosmanpasa
993,Tolga Aktas,tolgaaktas@gmail.com;tolgaaktas@metu.edu.tr,Kartal
994,Gulsen Kurt,gulsenkurt@csystem.org;gulsenkurt@metu.edu.tr,Maltepe
995,Huseyin Demir,huseyindemir@metu.edu.tr;huseyindemir@boun.edu.tr;huseyindemir@outlook.com;huseyindemir@hotmail.com;huseyindemir@yahoo.com,Sariyer
996,Tolga Boz,tolgaboz@csystem.org;tolgaboz@metu.edu.tr;tolgaboz@yahoo.com;tolgaboz@boun.edu.tr;tolgaboz@gmail.com,Umraniye
997,Mehmet Ersoy,mehmetersoy@boun.edu.tr,Riva
998,Emre Gunes,emregunes@metu.edu.tr;emregunes@gmail.com;emregunes@boun.edu.tr;emregunes@hotmail.com,Besiktas
999,Deniz Erdogan,denizerdogan@boun.edu.tr;denizerdogan@csystem.org;denizerdogan@iyte.edu.tr;denizerdogan@yahoo.com,Umraniye
1000,Ali Arslan,aliarslan@gmail.com;aliarslan@hotmail.com;aliarslan@yahoo.com;aliarslan@iyte.edu.tr;aliarslan@metu.edu.tr,Umraniye
